Aasta,Sugu,Elukoht,Vanuserühm,Kokku,Alla 1 aasta,1 aasta,2 aastat,3 aastat,4 aastat,5 aastat,6 aastat,7 aastat,8 aastat,9 aastat,10-14 aastat,15-19 aastat,20 ja enam aastat,Abielu kestus teadmata
2019,Mehed,maaline asustuspiirkond,75 ja vanemad,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2019,Mehed,maaline asustuspiirkond,Vanus teadmata,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019,Mehed,teadmata,Vanuserühmad kokku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Mehed,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,30-34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Mehed,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Kokku,Vanuserühmad kokku,2790,72,158,174,172,155,149,135,128,99,95,386,239,560,268
2019,Naised,Kokku,15-19,10,3,5,2,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Kokku,20-24,115,15,25,27,24,9,4,3,0,0,0,0,0,0,8
2019,Naised,Kokku,25-29,342,16,52,46,51,45,27,23,22,7,4,7,0,0,42
2019,Naised,Kokku,30-34,474,13,29,42,44,44,52,42,41,31,33,63,4,0,36
2019,Naised,Kokku,35-39,510,10,23,30,25,26,31,32,27,34,29,144,53,4,42
2019,Naised,Kokku,40-44,413,9,8,12,16,9,15,17,24,17,20,78,92,66,30
2019,Naised,Kokku,45-49,361,3,10,11,7,9,13,10,6,4,3,54,53,156,22
2019,Naised,Kokku,50-54,230,0,4,4,2,7,4,3,4,3,4,24,20,131,20
2019,Naised,Kokku,55-59,158,2,2,0,0,3,3,2,4,1,1,10,9,105,16
2019,Naised,Kokku,60-64,76,1,0,0,3,2,0,3,0,2,1,3,5,48,8
2019,Naised,Kokku,65-69,36,0,0,0,0,1,0,0,0,0,0,1,2,24,8
2019,Naised,Kokku,70-74,21,0,0,0,0,0,0,0,0,0,0,0,1,13,7
2019,Naised,Kokku,75 ja vanemad,18,0,0,0,0,0,0,0,0,0,0,2,0,13,3
2019,Naised,Kokku,Vanus teadmata,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2019,Naised,Elukoht teadmata,Vanuserühmad kokku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht väljaspool Eestit,Vanuserühmad kokku,85,3,1,1,1,0,0,1,1,0,1,3,6,14,53
2019,Naised,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht väljaspool Eestit,20-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht väljaspool Eestit,25-29,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2019,Naised,Elukoht väljaspool Eestit,30-34,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4
2019,Naised,Elukoht väljaspool Eestit,35-39,8,1,0,0,1,0,0,0,0,0,1,2,0,0,3
2019,Naised,Elukoht väljaspool Eestit,40-44,10,1,0,0,0,0,0,0,0,0,0,1,2,2,4
2019,Naised,Elukoht väljaspool Eestit,45-49,8,0,0,1,0,0,0,1,0,0,0,0,0,3,3
2019,Naised,Elukoht väljaspool Eestit,50-54,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2019,Naised,Elukoht väljaspool Eestit,55-59,8,0,0,0,0,0,0,0,0,0,0,0,2,4,2
2019,Naised,Elukoht väljaspool Eestit,60-64,8,0,0,0,0,0,0,0,0,0,0,0,2,3,3
2019,Naised,Elukoht väljaspool Eestit,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht väljaspool Eestit,70-74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,Naised,Elukoht väljaspool Eestit,75 ja vanemad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Naised,Elukoht väljaspool Eestit,Vanus teadmata,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2019,Naised,Elukoht Eestis,Vanuserühmad kokku,2705,69,157,173,171,155,149,134,127,99,94,383,233,546,215
2019,Naised,Elukoht Eestis,15-19,10,3,5,2,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,Elukoht Eestis,20-24,114,14,25,27,24,9,4,3,0,0,0,0,0,0,8
2019,Naised,Elukoht Eestis,25-29,337,16,51,46,51,45,27,23,22,7,4,7,0,0,38
2019,Naised,Elukoht Eestis,30-34,469,13,29,42,44,44,52,42,40,31,33,63,4,0,32
2019,Naised,Elukoht Eestis,35-39,502,9,23,30,24,26,31,32,27,34,28,142,53,4,39
2019,Naised,Elukoht Eestis,40-44,403,8,8,12,16,9,15,17,24,17,20,77,90,64,26
2019,Naised,Elukoht Eestis,45-49,353,3,10,10,7,9,13,9,6,4,3,54,53,153,19
2019,Naised,Elukoht Eestis,50-54,227,0,4,4,2,7,4,3,4,3,4,24,20,129,19
2019,Naised,Elukoht Eestis,55-59,150,2,2,0,0,3,3,2,4,1,1,10,7,101,14
2019,Naised,Elukoht Eestis,60-64,68,1,0,0,3,2,0,3,0,2,1,3,3,45,5
2019,Naised,Elukoht Eestis,65-69,36,0,0,0,0,1,0,0,0,0,0,1,2,24,8
2019,Naised,Elukoht Eestis,70-74,19,0,0,0,0,0,0,0,0,0,0,0,1,13,5
2019,Naised,Elukoht Eestis,75 ja vanemad,17,0,0,0,0,0,0,0,0,0,0,2,0,13,2
2019,Naised,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,2092,57,131,147,126,121,120,111,103,75,80,289,177,400,155
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,15-19,10,3,5,2,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,20-24,93,13,20,25,17,6,2,3,0,0,0,0,0,0,7
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,25-29,270,12,42,41,32,39,21,19,18,7,3,6,0,0,30
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,30-34,383,11,27,33,34,32,42,39,36,24,26,51,3,0,25
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,35-39,407,8,22,25,19,22,26,21,25,27,25,114,41,2,30
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,40-44,303,7,6,10,14,6,13,16,14,11,17,57,70,41,21
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,45-49,250,1,6,7,6,6,10,6,4,3,3,33,40,110,15
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,50-54,166,0,3,4,1,5,4,2,3,2,4,18,12,98,10
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,55-59,111,1,0,0,0,3,2,2,3,1,1,8,6,77,7
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,60-64,48,1,0,0,3,2,0,3,0,0,1,0,2,33,3
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,65-69,25,0,0,0,0,0,0,0,0,0,0,1,2,18,4
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,70-74,13,0,0,0,0,0,0,0,0,0,0,0,1,9,3
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,13,0,0,0,0,0,0,0,0,0,0,1,0,12,0
2019,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,maaline asustuspiirkond,Vanuserühmad kokku,612,12,26,26,45,34,29,23,24,24,14,93,56,146,60
2019,Naised,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,maaline asustuspiirkond,20-24,21,1,5,2,7,3,2,0,0,0,0,0,0,0,1
2019,Naised,maaline asustuspiirkond,25-29,67,4,9,5,19,6,6,4,4,0,1,1,0,0,8
2019,Naised,maaline asustuspiirkond,30-34,86,2,2,9,10,12,10,3,4,7,7,12,1,0,7
2019,Naised,maaline asustuspiirkond,35-39,95,1,1,5,5,4,5,11,2,7,3,28,12,2,9
2019,Naised,maaline asustuspiirkond,40-44,100,1,2,2,2,3,2,1,10,6,3,20,20,23,5
2019,Naised,maaline asustuspiirkond,45-49,102,2,4,3,1,3,3,3,2,1,0,20,13,43,4
2019,Naised,maaline asustuspiirkond,50-54,61,0,1,0,1,2,0,1,1,1,0,6,8,31,9
2019,Naised,maaline asustuspiirkond,55-59,39,1,2,0,0,0,1,0,1,0,0,2,1,24,7
2019,Naised,maaline asustuspiirkond,60-64,20,0,0,0,0,0,0,0,0,2,0,3,1,12,2
2019,Naised,maaline asustuspiirkond,65-69,11,0,0,0,0,1,0,0,0,0,0,0,0,6,4
2019,Naised,maaline asustuspiirkond,70-74,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2019,Naised,maaline asustuspiirkond,75 ja vanemad,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2019,Naised,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,Vanuserühmad kokku,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Naised,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,45-49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Naised,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Naised,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Kokku,Vanuserühmad kokku,2555,66,146,172,137,157,145,138,136,102,73,414,277,525,67
2020,Mehed,Kokku,15-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Kokku,20-24,37,4,12,12,6,2,1,0,0,0,0,0,0,0,0
2020,Mehed,Kokku,25-29,165,8,25,32,33,22,17,5,7,6,1,2,0,0,7
2020,Mehed,Kokku,30-34,420,16,49,61,36,56,47,38,40,28,12,32,2,0,3
2020,Mehed,Kokku,35-39,404,12,22,25,20,35,20,36,29,29,17,115,32,3,9
2020,Mehed,Kokku,40-44,461,13,14,15,20,21,33,27,25,18,19,129,97,21,9
2020,Mehed,Kokku,45-49,380,6,15,11,16,9,11,14,16,9,8,77,74,101,13
2020,Mehed,Kokku,50-54,255,3,3,5,2,7,7,6,11,7,8,32,32,121,11
2020,Mehed,Kokku,55-59,194,2,1,7,1,2,3,6,4,3,3,11,22,125,4
2020,Mehed,Kokku,60-64,118,1,3,2,0,2,4,4,2,1,3,10,10,74,2
2020,Mehed,Kokku,65-69,60,1,1,0,0,0,2,2,0,1,1,3,7,41,1
2020,Mehed,Kokku,70-74,35,0,0,1,1,1,0,0,1,0,0,1,0,30,0
2020,Mehed,Kokku,75 ja vanemad,14,0,0,1,1,0,0,0,0,0,0,1,1,8,2
2020,Mehed,Kokku,Vanus teadmata,11,0,0,0,1,0,0,0,1,0,1,1,0,1,6
2020,Mehed,Elukoht teadmata,Vanuserühmad kokku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht väljaspool Eestit,Vanuserühmad kokku,77,2,3,2,4,2,5,2,4,2,3,12,3,12,21
2020,Mehed,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht väljaspool Eestit,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht väljaspool Eestit,25-29,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2020,Mehed,Elukoht väljaspool Eestit,30-34,11,1,0,0,1,2,0,1,1,2,1,0,0,0,2
2020,Mehed,Elukoht väljaspool Eestit,35-39,12,0,0,1,0,0,3,1,1,0,1,2,1,0,2
2020,Mehed,Elukoht väljaspool Eestit,40-44,8,0,0,0,1,0,1,0,0,0,0,3,0,0,3
2020,Mehed,Elukoht väljaspool Eestit,45-49,10,1,1,0,0,0,0,0,0,0,0,3,1,2,2
2020,Mehed,Elukoht väljaspool Eestit,50-54,10,0,1,0,0,0,0,0,0,0,0,3,0,2,4
2020,Mehed,Elukoht väljaspool Eestit,55-59,6,0,0,0,0,0,0,0,1,0,0,0,1,4,0
2020,Mehed,Elukoht väljaspool Eestit,60-64,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2020,Mehed,Elukoht väljaspool Eestit,65-69,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2020,Mehed,Elukoht väljaspool Eestit,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht väljaspool Eestit,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht väljaspool Eestit,Vanus teadmata,11,0,0,0,1,0,0,0,1,0,1,1,0,1,6
2020,Mehed,Elukoht Eestis,Vanuserühmad kokku,2478,64,143,170,133,155,140,136,132,100,70,402,274,513,46
2020,Mehed,Elukoht Eestis,15-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht Eestis,20-24,37,4,12,12,6,2,1,0,0,0,0,0,0,0,0
2020,Mehed,Elukoht Eestis,25-29,161,8,24,31,32,22,17,5,7,6,1,2,0,0,6
2020,Mehed,Elukoht Eestis,30-34,409,15,49,61,35,54,47,37,39,26,11,32,2,0,1
2020,Mehed,Elukoht Eestis,35-39,392,12,22,24,20,35,17,35,28,29,16,113,31,3,7
2020,Mehed,Elukoht Eestis,40-44,453,13,14,15,19,21,32,27,25,18,19,126,97,21,6
2020,Mehed,Elukoht Eestis,45-49,370,5,14,11,16,9,11,14,16,9,8,74,73,99,11
2020,Mehed,Elukoht Eestis,50-54,245,3,2,5,2,7,7,6,11,7,8,29,32,119,7
2020,Mehed,Elukoht Eestis,55-59,188,2,1,7,1,2,3,6,3,3,3,11,21,121,4
2020,Mehed,Elukoht Eestis,60-64,116,1,3,2,0,2,3,4,2,1,3,10,10,73,2
2020,Mehed,Elukoht Eestis,65-69,57,1,1,0,0,0,2,2,0,1,1,3,7,39,0
2020,Mehed,Elukoht Eestis,70-74,35,0,0,1,1,1,0,0,1,0,0,1,0,30,0
2020,Mehed,Elukoht Eestis,75 ja vanemad,14,0,0,1,1,0,0,0,0,0,0,1,1,8,2
2020,Mehed,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,1724,50,105,120,102,120,112,95,99,74,55,289,176,298,29
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,15-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,20-24,30,3,8,11,5,2,1,0,0,0,0,0,0,0,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,25-29,125,6,17,22,26,18,16,4,6,4,1,0,0,0,5
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,30-34,304,12,41,44,26,37,39,24,31,19,9,20,1,0,1
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,35-39,283,9,17,15,13,26,15,22,23,22,13,81,18,2,7
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,40-44,329,11,9,12,14,19,22,20,19,12,14,87,72,14,4
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,45-49,261,5,9,8,13,8,7,10,12,7,8,58,42,69,5
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,50-54,151,2,1,3,2,6,5,4,8,6,6,24,19,61,4
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,55-59,108,1,0,4,1,2,3,5,0,3,3,7,15,63,1
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,60-64,75,1,2,1,0,1,3,4,0,0,1,8,4,50,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,65-69,31,0,0,0,0,0,1,2,0,1,0,2,5,20,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,70-74,17,0,0,0,1,1,0,0,0,0,0,1,0,14,0
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,9,0,0,0,1,0,0,0,0,0,0,1,0,5,2
2020,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,maaline asustuspiirkond,Vanuserühmad kokku,753,14,38,50,31,35,28,41,32,26,15,113,98,215,17
2020,Mehed,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,maaline asustuspiirkond,20-24,7,1,4,1,1,0,0,0,0,0,0,0,0,0,0
2020,Mehed,maaline asustuspiirkond,25-29,36,2,7,9,6,4,1,1,1,2,0,2,0,0,1
2020,Mehed,maaline asustuspiirkond,30-34,105,3,8,17,9,17,8,13,8,7,2,12,1,0,0
2020,Mehed,maaline asustuspiirkond,35-39,108,3,5,9,7,9,2,13,4,7,3,32,13,1,0
2020,Mehed,maaline asustuspiirkond,40-44,124,2,5,3,5,2,10,7,6,6,5,39,25,7,2
2020,Mehed,maaline asustuspiirkond,45-49,109,0,5,3,3,1,4,4,4,2,0,16,31,30,6
2020,Mehed,maaline asustuspiirkond,50-54,94,1,1,2,0,1,2,2,3,1,2,5,13,58,3
2020,Mehed,maaline asustuspiirkond,55-59,80,1,1,3,0,0,0,1,3,0,0,4,6,58,3
2020,Mehed,maaline asustuspiirkond,60-64,41,0,1,1,0,1,0,0,2,1,2,2,6,23,2
2020,Mehed,maaline asustuspiirkond,65-69,26,1,1,0,0,0,1,0,0,0,1,1,2,19,0
2020,Mehed,maaline asustuspiirkond,70-74,18,0,0,1,0,0,0,0,1,0,0,0,0,16,0
2020,Mehed,maaline asustuspiirkond,75 ja vanemad,5,0,0,1,0,0,0,0,0,0,0,0,1,3,0
2020,Mehed,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,Vanuserühmad kokku,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Mehed,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,35-39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Mehed,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mehed,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Kokku,Vanuserühmad kokku,2555,66,146,172,137,157,145,138,136,102,73,414,277,525,67
2020,Naised,Kokku,15-19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Kokku,20-24,92,12,24,26,16,7,3,3,0,0,0,0,0,0,1
2020,Naised,Kokku,25-29,277,10,39,54,34,49,32,17,15,12,2,7,0,0,6
2020,Naised,Kokku,30-34,440,14,35,32,41,40,42,47,44,40,18,73,2,0,12
2020,Naised,Kokku,35-39,485,11,22,30,24,33,25,32,33,22,24,158,60,3,8
2020,Naised,Kokku,40-44,426,9,9,8,14,15,16,21,20,18,15,107,111,55,8
2020,Naised,Kokku,45-49,323,4,12,12,3,5,14,10,16,4,7,40,59,122,15
2020,Naised,Kokku,50-54,203,3,4,4,3,7,8,2,4,5,4,14,30,112,3
2020,Naised,Kokku,55-59,135,0,0,3,1,1,3,0,4,0,1,6,7,106,3
2020,Naised,Kokku,60-64,93,0,1,1,1,0,0,5,0,0,2,5,4,73,1
2020,Naised,Kokku,65-69,38,1,0,0,0,0,1,0,0,1,0,2,3,29,1
2020,Naised,Kokku,70-74,23,0,0,0,0,0,0,0,0,0,0,2,0,20,1
2020,Naised,Kokku,75 ja vanemad,8,0,0,1,0,0,0,0,0,0,0,0,1,5,1
2020,Naised,Kokku,Vanus teadmata,9,0,0,0,0,0,1,1,0,0,0,0,0,0,7
2020,Naised,Elukoht teadmata,Vanuserühmad kokku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht väljaspool Eestit,Vanuserühmad kokku,41,0,2,1,0,3,4,4,1,0,0,3,2,9,12
2020,Naised,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Naised,Elukoht väljaspool Eestit,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
